log_time,log_level,log_module,response_time,province,city,log_text
2023-11-10 16:02:50.529165,INFO,orders_service.py,14,湖南省,长沙市,这里是日志信息......
2023-11-10 16:02:50.529165,INFO,barcode_service.py,809,湖北省,十堰市,这里是日志信息......
2023-11-10 16:02:50.529165,WARN,event.py,203,江苏省,南京市,这里是日志信息......
2023-11-10 16:02:50.529165,INFO,event.py,405,湖北省,武汉市,这里是日志信息......
2023-11-10 16:02:50.529165,WARN,event.py,579,天津市,武清区,这里是日志信息......
2023-11-10 16:02:50.530164,INFO,orders_service.py,220,重庆市,九龙坡区,这里是日志信息......
2023-11-10 16:02:50.530164,INFO,barcode_service.py,481,北京市,丰台区,这里是日志信息......
2023-11-10 16:02:50.530164,INFO,goods_manager.py,595,天津市,和平区,这里是日志信息......
2023-11-10 16:02:50.530164,INFO,goods_manager.py,21,湖南省,常德市,这里是日志信息......
2023-11-10 16:02:50.530164,WARN,event.py,606,天津市,武清区,这里是日志信息......
2023-11-10 16:02:50.530164,INFO,barcode_service.py,256,天津市,河东区,这里是日志信息......
2023-11-10 16:02:50.530164,WARN,orders_service.py,9639,重庆市,南岸区,这里是日志信息......
2023-11-10 16:02:50.530164,INFO,event.py,221,上海市,杨浦区,这里是日志信息......
2023-11-10 16:02:50.530164,INFO,goods_manager.py,494,上海市,普陀区,这里是日志信息......
2023-11-10 16:02:50.530164,INFO,goods_manager.py,892,湖北省,武汉市,这里是日志信息......
2023-11-10 16:02:50.530164,INFO,user_manager.py,89,山东省,济南市,这里是日志信息......
2023-11-10 16:02:50.530164,INFO,goods_manager.py,144,浙江省,杭州市,这里是日志信息......
2023-11-10 16:02:50.530164,ERROR,event.py,567,天津市,武清区,这里是日志信息......
2023-11-10 16:02:50.530164,INFO,barcode_service.py,844,湖南省,长沙市,这里是日志信息......
2023-11-10 16:02:50.530164,WARN,event.py,429,广东省,珠海市,这里是日志信息......
2023-11-10 16:02:50.530164,WARN,goods_manager.py,449,山东省,菏泽市,这里是日志信息......
2023-11-10 16:02:50.530164,INFO,user_manager.py,183,湖南省,长沙市,这里是日志信息......
2023-11-10 16:02:50.530164,WARN,orders_service.py,3973,湖南省,常德市,这里是日志信息......
2023-11-10 16:02:50.530164,INFO,event.py,617,重庆市,万州区,这里是日志信息......
2023-11-10 16:02:50.530164,INFO,event.py,135,山东省,济南市,这里是日志信息......
2023-11-10 16:02:50.530164,WARN,orders_service.py,152,安徽省,芜湖市,这里是日志信息......
2023-11-10 16:02:50.530164,INFO,goods_manager.py,842,重庆市,沙坪坝区,这里是日志信息......
2023-11-10 16:02:50.530164,INFO,user_manager.py,956,湖南省,长沙市,这里是日志信息......
2023-11-10 16:02:50.530164,WARN,event.py,630,广东省,深圳市,这里是日志信息......
2023-11-10 16:02:50.530164,INFO,orders_service.py,156,山东省,青岛市,这里是日志信息......
2023-11-10 16:02:50.530164,INFO,event.py,987,上海市,浦东新区,这里是日志信息......
2023-11-10 16:02:50.530164,WARN,barcode_service.py,388,天津市,武清区,这里是日志信息......
2023-11-10 16:02:50.530164,INFO,barcode_service.py,472,湖南省,益阳市,这里是日志信息......
2023-11-10 16:02:50.530164,INFO,event.py,973,浙江省,绍兴市,这里是日志信息......
2023-11-10 16:02:50.530164,INFO,goods_manager.py,265,安徽省,芜湖市,这里是日志信息......
2023-11-10 16:02:50.530164,WARN,orders_service.py,254,江苏省,苏州市,这里是日志信息......
2023-11-10 16:02:50.530164,INFO,orders_service.py,351,重庆市,九龙坡区,这里是日志信息......
2023-11-10 16:02:50.530164,INFO,orders_service.py,858,江苏省,张家港市,这里是日志信息......
2023-11-10 16:02:50.530164,INFO,event.py,415,北京市,海淀区,这里是日志信息......
2023-11-10 16:02:50.530164,WARN,shop_manager.py,293,上海市,浦东新区,这里是日志信息......
2023-11-10 16:02:50.530164,INFO,orders_service.py,730,安徽省,铜陵市,这里是日志信息......
2023-11-10 16:02:50.530164,INFO,orders_service.py,873,浙江省,杭州市,这里是日志信息......
2023-11-10 16:02:50.530164,WARN,goods_manager.py,335,北京市,朝阳区,这里是日志信息......
2023-11-10 16:02:50.530164,INFO,goods_manager.py,497,重庆市,涪陵区,这里是日志信息......
2023-11-10 16:02:50.530164,INFO,goods_manager.py,781,湖南省,张家界市,这里是日志信息......
2023-11-10 16:02:50.530164,INFO,orders_service.py,356,重庆市,涪陵区,这里是日志信息......
2023-11-10 16:02:50.530164,INFO,goods_manager.py,292,天津市,宝坻区,这里是日志信息......
2023-11-10 16:02:50.530164,INFO,user_manager.py,786,湖北省,武汉市,这里是日志信息......
2023-11-10 16:02:50.530164,ERROR,base_network.py,161,广东省,广州市,这里是日志信息......
2023-11-10 16:02:50.530164,ERROR,orders_service.py,733,山东省,济南市,这里是日志信息......
2023-11-10 16:02:50.530164,INFO,base_network.py,4489,浙江省,金华市,这里是日志信息......
2023-11-10 16:02:50.530164,INFO,barcode_service.py,621,广东省,广州市,这里是日志信息......
2023-11-10 16:02:50.530164,INFO,shop_manager.py,364,浙江省,嘉兴市,这里是日志信息......
2023-11-10 16:02:50.530164,WARN,goods_manager.py,3297,安徽省,铜陵市,这里是日志信息......
2023-11-10 16:02:50.530164,WARN,orders_service.py,279,天津市,宝坻区,这里是日志信息......
2023-11-10 16:02:50.530164,ERROR,orders_service.py,8680,山东省,济南市,这里是日志信息......
2023-11-10 16:02:50.530164,INFO,goods_manager.py,9738,天津市,河东区,这里是日志信息......
2023-11-10 16:02:50.530164,INFO,event.py,633,上海市,宝山区,这里是日志信息......
2023-11-10 16:02:50.530164,INFO,goods_manager.py,392,安徽省,六安市,这里是日志信息......
2023-11-10 16:02:50.530164,INFO,user_manager.py,345,浙江省,金华市,这里是日志信息......
2023-11-10 16:02:50.530164,INFO,goods_manager.py,66,广东省,深圳市,这里是日志信息......
2023-11-10 16:02:50.530164,INFO,orders_service.py,219,安徽省,阜阳市,这里是日志信息......
2023-11-10 16:02:50.530164,INFO,user_manager.py,896,湖北省,荆州市,这里是日志信息......
2023-11-10 16:02:50.530164,INFO,base_network.py,715,安徽省,合肥市,这里是日志信息......
2023-11-10 16:02:50.530164,INFO,orders_service.py,852,北京市,海淀区,这里是日志信息......
2023-11-10 16:02:50.531162,INFO,orders_service.py,373,江苏省,张家港市,这里是日志信息......
2023-11-10 16:02:50.531162,INFO,barcode_service.py,796,天津市,和平区,这里是日志信息......
2023-11-10 16:02:50.531162,INFO,goods_manager.py,757,天津市,武清区,这里是日志信息......
2023-11-10 16:02:50.531162,INFO,user_manager.py,356,湖北省,十堰市,这里是日志信息......
2023-11-10 16:02:50.531162,INFO,barcode_service.py,364,上海市,普陀区,这里是日志信息......
2023-11-10 16:02:50.531162,INFO,event.py,121,山东省,青岛市,这里是日志信息......
2023-11-10 16:02:50.531162,INFO,event.py,711,重庆市,九龙坡区,这里是日志信息......
2023-11-10 16:02:50.531162,ERROR,event.py,90,天津市,武清区,这里是日志信息......
2023-11-10 16:02:50.531162,INFO,base_network.py,666,江苏省,苏州市,这里是日志信息......
2023-11-10 16:02:50.531162,INFO,goods_manager.py,901,安徽省,芜湖市,这里是日志信息......
2023-11-10 16:02:50.531162,INFO,base_network.py,344,天津市,河西区,这里是日志信息......
2023-11-10 16:02:50.531162,INFO,base_network.py,993,江苏省,苏州市,这里是日志信息......
2023-11-10 16:02:50.531162,INFO,barcode_service.py,708,湖北省,荆州市,这里是日志信息......
2023-11-10 16:02:50.531162,INFO,goods_manager.py,389,江苏省,张家港市,这里是日志信息......
2023-11-10 16:02:50.531162,INFO,orders_service.py,942,上海市,普陀区,这里是日志信息......
2023-11-10 16:02:50.531162,INFO,barcode_service.py,920,江苏省,无锡市,这里是日志信息......
2023-11-10 16:02:50.531162,WARN,user_manager.py,221,江苏省,无锡市,这里是日志信息......
2023-11-10 16:02:50.531162,INFO,event.py,777,上海市,宝山区,这里是日志信息......
2023-11-10 16:02:50.531162,INFO,orders_service.py,542,天津市,河东区,这里是日志信息......
2023-11-10 16:02:50.531162,INFO,event.py,710,重庆市,万州区,这里是日志信息......
2023-11-10 16:02:50.531162,INFO,orders_service.py,450,江苏省,无锡市,这里是日志信息......
2023-11-10 16:02:50.531162,WARN,orders_service.py,474,安徽省,芜湖市,这里是日志信息......
2023-11-10 16:02:50.531162,INFO,base_network.py,4436,天津市,河西区,这里是日志信息......
2023-11-10 16:02:50.531162,INFO,event.py,853,安徽省,合肥市,这里是日志信息......
2023-11-10 16:02:50.531162,INFO,goods_manager.py,874,浙江省,杭州市,这里是日志信息......
2023-11-10 16:02:50.531162,INFO,user_manager.py,453,湖北省,武汉市,这里是日志信息......
2023-11-10 16:02:50.531162,INFO,goods_manager.py,518,浙江省,丽水市,这里是日志信息......
2023-11-10 16:02:50.531162,INFO,base_network.py,875,安徽省,芜湖市,这里是日志信息......
2023-11-10 16:02:50.531162,WARN,event.py,284,重庆市,万州区,这里是日志信息......
2023-11-10 16:02:50.531162,INFO,user_manager.py,102,湖南省,长沙市,这里是日志信息......
2023-11-10 16:02:50.531162,INFO,event.py,460,广东省,广州市,这里是日志信息......
2023-11-10 16:02:50.531162,INFO,orders_service.py,307,湖南省,长沙市,这里是日志信息......
2023-11-10 16:02:50.531162,INFO,orders_service.py,265,湖北省,荆州市,这里是日志信息......
2023-11-10 16:02:50.531162,ERROR,orders_service.py,993,湖北省,恩施土家族苗族自治州,这里是日志信息......
2023-11-10 16:02:50.531162,INFO,barcode_service.py,204,江苏省,南京市,这里是日志信息......
2023-11-10 16:02:50.531162,INFO,goods_manager.py,104,浙江省,绍兴市,这里是日志信息......
2023-11-10 16:02:50.531162,INFO,event.py,223,重庆市,九龙坡区,这里是日志信息......
2023-11-10 16:02:50.531162,INFO,goods_manager.py,8247,江苏省,苏州市,这里是日志信息......
2023-11-10 16:02:50.531162,INFO,shop_manager.py,419,湖南省,常德市,这里是日志信息......
2023-11-10 16:02:50.531162,INFO,event.py,800,湖北省,武汉市,这里是日志信息......
2023-11-10 16:02:50.531162,INFO,goods_manager.py,922,江苏省,无锡市,这里是日志信息......
2023-11-10 16:02:50.531162,INFO,goods_manager.py,757,天津市,和平区,这里是日志信息......
2023-11-10 16:02:50.531162,INFO,goods_manager.py,117,上海市,普陀区,这里是日志信息......
2023-11-10 16:02:50.531162,INFO,event.py,532,天津市,武清区,这里是日志信息......
2023-11-10 16:02:50.531162,WARN,shop_manager.py,351,江苏省,南京市,这里是日志信息......
2023-11-10 16:02:50.531162,INFO,user_manager.py,600,北京市,怀柔区,这里是日志信息......
2023-11-10 16:02:50.531162,INFO,orders_service.py,348,安徽省,六安市,这里是日志信息......
2023-11-10 16:02:50.531162,INFO,event.py,898,湖南省,长沙市,这里是日志信息......
2023-11-10 16:02:50.532163,INFO,orders_service.py,681,江苏省,张家港市,这里是日志信息......
2023-11-10 16:02:50.532163,WARN,goods_manager.py,332,湖北省,十堰市,这里是日志信息......
2023-11-10 16:02:50.532163,INFO,goods_manager.py,834,上海市,黄浦区,这里是日志信息......
2023-11-10 16:02:50.532163,INFO,barcode_service.py,732,上海市,浦东新区,这里是日志信息......
2023-11-10 16:02:50.532163,WARN,event.py,131,山东省,青岛市,这里是日志信息......
2023-11-10 16:02:50.532163,WARN,goods_manager.py,360,湖北省,十堰市,这里是日志信息......
2023-11-10 16:02:50.532163,INFO,goods_manager.py,113,湖南省,长沙市,这里是日志信息......
2023-11-10 16:02:50.532163,INFO,base_network.py,606,山东省,青岛市,这里是日志信息......
2023-11-10 16:02:50.532163,WARN,goods_manager.py,103,浙江省,杭州市,这里是日志信息......
2023-11-10 16:02:50.532163,WARN,goods_manager.py,352,天津市,宝坻区,这里是日志信息......
2023-11-10 16:02:50.532163,INFO,orders_service.py,1,安徽省,阜阳市,这里是日志信息......
2023-11-10 16:02:50.532163,INFO,goods_manager.py,495,上海市,黄浦区,这里是日志信息......
2023-11-10 16:02:50.532163,INFO,goods_manager.py,7,北京市,怀柔区,这里是日志信息......
2023-11-10 16:02:50.532163,INFO,barcode_service.py,518,北京市,昌平区,这里是日志信息......
2023-11-10 16:02:50.532163,INFO,orders_service.py,445,浙江省,金华市,这里是日志信息......
2023-11-10 16:02:50.532163,INFO,base_network.py,503,重庆市,万州区,这里是日志信息......
2023-11-10 16:02:50.532163,INFO,barcode_service.py,162,广东省,深圳市,这里是日志信息......
2023-11-10 16:02:50.532163,INFO,user_manager.py,674,天津市,河西区,这里是日志信息......
2023-11-10 16:02:50.532163,WARN,user_manager.py,912,天津市,宝坻区,这里是日志信息......
2023-11-10 16:02:50.532163,INFO,goods_manager.py,499,安徽省,池州市,这里是日志信息......
2023-11-10 16:02:50.532163,INFO,user_manager.py,922,广东省,珠海市,这里是日志信息......
2023-11-10 16:02:50.532163,INFO,event.py,183,重庆市,九龙坡区,这里是日志信息......
2023-11-10 16:02:50.532163,INFO,orders_service.py,161,山东省,济南市,这里是日志信息......
2023-11-10 16:02:50.532163,WARN,orders_service.py,501,湖南省,益阳市,这里是日志信息......
2023-11-10 16:02:50.532163,INFO,user_manager.py,956,山东省,青岛市,这里是日志信息......
2023-11-10 16:02:50.532163,INFO,user_manager.py,654,江苏省,宿迁市,这里是日志信息......
2023-11-10 16:02:50.532163,INFO,event.py,467,广东省,深圳市,这里是日志信息......
2023-11-10 16:02:50.532163,INFO,event.py,41,天津市,河西区,这里是日志信息......
2023-11-10 16:02:50.532163,INFO,event.py,568,湖北省,武汉市,这里是日志信息......
2023-11-10 16:02:50.532163,INFO,orders_service.py,755,山东省,济南市,这里是日志信息......
2023-11-10 16:02:50.532163,INFO,goods_manager.py,741,上海市,浦东新区,这里是日志信息......
2023-11-10 16:02:50.532163,INFO,barcode_service.py,48,上海市,宝山区,这里是日志信息......
2023-11-10 16:02:50.532163,INFO,orders_service.py,82,上海市,浦东新区,这里是日志信息......
2023-11-10 16:02:50.532163,INFO,event.py,174,江苏省,无锡市,这里是日志信息......
2023-11-10 16:02:50.532163,INFO,shop_manager.py,75,重庆市,涪陵区,这里是日志信息......
2023-11-10 16:02:50.532163,INFO,user_manager.py,854,浙江省,绍兴市,这里是日志信息......
2023-11-10 16:02:50.532163,INFO,user_manager.py,693,上海市,黄浦区,这里是日志信息......
2023-11-10 16:02:50.532163,INFO,orders_service.py,771,湖南省,益阳市,这里是日志信息......
2023-11-10 16:02:50.532163,INFO,barcode_service.py,236,天津市,武清区,这里是日志信息......
2023-11-10 16:02:50.532163,INFO,event.py,535,湖北省,荆州市,这里是日志信息......
2023-11-10 16:02:50.532163,WARN,event.py,12,北京市,海淀区,这里是日志信息......
2023-11-10 16:02:50.532163,INFO,user_manager.py,568,安徽省,六安市,这里是日志信息......
2023-11-10 16:02:50.532163,INFO,orders_service.py,68,山东省,济南市,这里是日志信息......
2023-11-10 16:02:50.532163,INFO,event.py,333,江苏省,常州市,这里是日志信息......
2023-11-10 16:02:50.532163,INFO,user_manager.py,986,重庆市,渝中区,这里是日志信息......
2023-11-10 16:02:50.532163,INFO,goods_manager.py,165,北京市,朝阳区,这里是日志信息......
2023-11-10 16:02:50.532163,INFO,orders_service.py,256,湖南省,益阳市,这里是日志信息......
2023-11-10 16:02:50.532163,INFO,orders_service.py,385,天津市,武清区,这里是日志信息......
2023-11-10 16:02:50.532163,INFO,event.py,690,安徽省,六安市,这里是日志信息......
2023-11-10 16:02:50.532163,INFO,event.py,596,湖南省,常德市,这里是日志信息......
2023-11-10 16:02:50.532163,INFO,goods_manager.py,460,广东省,广州市,这里是日志信息......
2023-11-10 16:02:50.532163,INFO,event.py,375,浙江省,杭州市,这里是日志信息......
2023-11-10 16:02:50.532163,INFO,goods_manager.py,803,安徽省,合肥市,这里是日志信息......
2023-11-10 16:02:50.532163,INFO,orders_service.py,436,山东省,菏泽市,这里是日志信息......
2023-11-10 16:02:50.533162,WARN,barcode_service.py,4300,北京市,丰台区,这里是日志信息......
2023-11-10 16:02:50.533162,INFO,orders_service.py,45,浙江省,嘉兴市,这里是日志信息......
2023-11-10 16:02:50.533162,INFO,goods_manager.py,198,山东省,青岛市,这里是日志信息......
2023-11-10 16:02:50.533162,INFO,user_manager.py,835,湖南省,长沙市,这里是日志信息......
2023-11-10 16:02:50.533162,INFO,goods_manager.py,706,湖南省,株洲市,这里是日志信息......
2023-11-10 16:02:50.533162,INFO,event.py,951,江苏省,无锡市,这里是日志信息......
2023-11-10 16:02:50.533162,INFO,event.py,666,湖北省,武汉市,这里是日志信息......
2023-11-10 16:02:50.533162,INFO,event.py,142,湖北省,武汉市,这里是日志信息......
2023-11-10 16:02:50.533162,INFO,orders_service.py,106,湖南省,长沙市,这里是日志信息......
2023-11-10 16:02:50.533162,INFO,orders_service.py,375,上海市,浦东新区,这里是日志信息......
2023-11-10 16:02:50.533162,WARN,goods_manager.py,281,湖南省,张家界市,这里是日志信息......
2023-11-10 16:02:50.533162,INFO,barcode_service.py,322,山东省,青岛市,这里是日志信息......
2023-11-10 16:02:50.533162,ERROR,goods_manager.py,370,浙江省,绍兴市,这里是日志信息......
2023-11-10 16:02:50.533162,WARN,event.py,318,天津市,河东区,这里是日志信息......
2023-11-10 16:02:50.533162,WARN,event.py,171,江苏省,南京市,这里是日志信息......
2023-11-10 16:02:50.533162,INFO,goods_manager.py,766,江苏省,宿迁市,这里是日志信息......
2023-11-10 16:02:50.533162,INFO,goods_manager.py,3225,重庆市,九龙坡区,这里是日志信息......
2023-11-10 16:02:50.533162,INFO,event.py,353,江苏省,南京市,这里是日志信息......
2023-11-10 16:02:50.533162,INFO,event.py,413,浙江省,舟山市,这里是日志信息......
2023-11-10 16:02:50.533162,INFO,user_manager.py,436,广东省,广州市,这里是日志信息......
2023-11-10 16:02:50.533162,INFO,base_network.py,892,重庆市,渝中区,这里是日志信息......
2023-11-10 16:02:50.533162,INFO,event.py,555,重庆市,九龙坡区,这里是日志信息......
2023-11-10 16:02:50.533162,INFO,orders_service.py,710,江苏省,张家港市,这里是日志信息......
2023-11-10 16:02:50.533162,INFO,base_network.py,85,浙江省,丽水市,这里是日志信息......
2023-11-10 16:02:50.533162,INFO,goods_manager.py,937,湖北省,武汉市,这里是日志信息......
2023-11-10 16:02:50.533162,INFO,barcode_service.py,227,天津市,武清区,这里是日志信息......
2023-11-10 16:02:50.533162,INFO,barcode_service.py,914,江苏省,苏州市,这里是日志信息......
2023-11-10 16:02:50.533162,INFO,shop_manager.py,669,天津市,武清区,这里是日志信息......
2023-11-10 16:02:50.533162,INFO,event.py,275,重庆市,万州区,这里是日志信息......
2023-11-10 16:02:50.533162,WARN,shop_manager.py,338,重庆市,万州区,这里是日志信息......
2023-11-10 16:02:50.533162,INFO,shop_manager.py,355,湖北省,恩施土家族苗族自治州,这里是日志信息......
2023-11-10 16:02:50.533162,INFO,orders_service.py,870,北京市,怀柔区,这里是日志信息......
2023-11-10 16:02:50.533162,INFO,goods_manager.py,759,山东省,济南市,这里是日志信息......
2023-11-10 16:02:50.533162,INFO,barcode_service.py,458,山东省,青岛市,这里是日志信息......
2023-11-10 16:02:50.533162,INFO,orders_service.py,20,浙江省,丽水市,这里是日志信息......
2023-11-10 16:02:50.533162,INFO,orders_service.py,574,湖北省,武汉市,这里是日志信息......
2023-11-10 16:02:50.533162,INFO,goods_manager.py,3,湖南省,长沙市,这里是日志信息......
2023-11-10 16:02:50.533162,INFO,goods_manager.py,34,浙江省,嘉兴市,这里是日志信息......
2023-11-10 16:02:50.533162,INFO,event.py,219,安徽省,合肥市,这里是日志信息......
2023-11-10 16:02:50.533162,WARN,barcode_service.py,5270,上海市,杨浦区,这里是日志信息......
2023-11-10 16:02:50.533162,INFO,event.py,670,山东省,青岛市,这里是日志信息......
2023-11-10 16:02:50.533162,WARN,base_network.py,952,湖南省,长沙市,这里是日志信息......
2023-11-10 16:02:50.533162,INFO,event.py,722,上海市,浦东新区,这里是日志信息......
2023-11-10 16:02:50.533162,INFO,event.py,120,重庆市,沙坪坝区,这里是日志信息......
2023-11-10 16:02:50.533162,WARN,orders_service.py,267,江苏省,苏州市,这里是日志信息......
2023-11-10 16:02:50.533162,INFO,base_network.py,358,上海市,浦东新区,这里是日志信息......
2023-11-10 16:02:50.533162,INFO,event.py,678,天津市,河西区,这里是日志信息......
2023-11-10 16:02:50.533162,INFO,event.py,283,广东省,深圳市,这里是日志信息......
2023-11-10 16:02:50.533162,INFO,barcode_service.py,462,湖北省,武汉市,这里是日志信息......
2023-11-10 16:02:50.533162,INFO,barcode_service.py,570,湖南省,长沙市,这里是日志信息......
2023-11-10 16:02:50.533162,INFO,event.py,295,北京市,大兴区,这里是日志信息......
2023-11-10 16:02:50.533162,INFO,barcode_service.py,228,重庆市,沙坪坝区,这里是日志信息......
2023-11-10 16:02:50.533162,INFO,event.py,493,安徽省,阜阳市,这里是日志信息......
2023-11-10 16:02:50.533162,INFO,base_network.py,150,山东省,菏泽市,这里是日志信息......
2023-11-10 16:02:50.533162,WARN,user_manager.py,6590,重庆市,涪陵区,这里是日志信息......
2023-11-10 16:02:50.533162,INFO,orders_service.py,202,湖北省,恩施土家族苗族自治州,这里是日志信息......
2023-11-10 16:02:50.533162,INFO,event.py,655,安徽省,池州市,这里是日志信息......
